# 2023.03.08 [*] created by TopoDroid v 5.1.40
# Grotte_du_Prayet_4
1,00,,2.310,205.86,5.57,348.71,16427.00,591.00,-157.23,1678193958,0,58:BF:25:05:AF:26,2,0,0,1,
2,00,,1.829,337.46,-0.82,359.74,16568.00,545.00,169.23,1678194134,0,58:BF:25:05:AF:26,2,0,0,0,
3,00,,3.087,151.94,10.75,351.63,16523.00,599.00,-156.77,1678194134,0,58:BF:25:05:AF:26,2,0,0,0,
4,00,,3.899,32.93,74.53,342.80,16329.00,554.00,-140.37,1678194135,0,58:BF:25:05:AF:26,2,0,0,0,
5,00,,0.500,101.41,-71.03,20.85,16480.00,474.00,147.37,1678194135,0,58:BF:25:05:AF:26,2,0,0,0,
6,00,,12.427,37.83,-1.19,355.65,16564.00,574.00,172.00,1678194135,0,58:BF:25:05:AF:26,2,0,0,1,
7,00,1,99.990,34.78,-1.15,355.34,16558.00,573.00,172.02,1678194136,0,58:BF:25:05:AF:26,1,0,0,1,
8,,,99.990,35.50,-1.18,355.44,16560.00,575.00,172.03,1678194136,0,58:BF:25:05:AF:26,2,0,0,2,
9,,,99.990,35.26,-1.21,355.71,16558.00,573.00,172.14,1678194137,0,58:BF:25:05:AF:26,2,0,0,2,
10,,,99.990,35.88,-1.13,356.15,16566.00,574.00,172.05,1678194137,0,58:BF:25:05:AF:26,2,0,0,2,
11,00,ENT1,12.414,35.55,-1.09,356.22,16547.00,574.00,171.72,1678194137,0,58:BF:25:05:AF:26,1,0,0,0,etopo 015
12,,,12.402,34.73,-1.08,352.00,16546.00,577.00,172.19,1678194138,0,58:BF:25:05:AF:26,2,0,1,0,
13,,,12.394,33.56,-1.05,351.27,16559.00,577.00,171.71,1678194138,0,58:BF:25:05:AF:26,2,0,1,0,
14,ENT1,,1.209,308.60,9.56,358.85,16531.00,544.00,178.31,1678194343,0,58:BF:25:05:AF:26,2,0,0,0,
15,ENT1,,99.990,135.05,13.94,356.87,16523.00,595.00,-158.06,1678194345,0,58:BF:25:05:AF:26,2,0,0,1,
16,ENT1,,12.529,143.11,12.76,353.80,16527.00,599.00,-157.42,1678194345,0,58:BF:25:05:AF:26,2,0,0,0,
17,ENT1,,8.112,77.89,70.88,355.98,16310.00,523.00,-133.86,1678194346,0,58:BF:25:05:AF:26,2,0,0,0,
18,ENT1,,2.427,119.21,-83.19,70.47,16514.00,465.00,152.10,1678194346,0,58:BF:25:05:AF:26,2,0,0,0,
19,ENT1,,2.823,40.13,-2.38,359.86,16556.00,570.00,171.62,1678194346,0,58:BF:25:05:AF:26,2,0,0,1,
20,,,2.824,40.64,-2.45,358.75,16559.00,574.00,171.43,1678194347,0,58:BF:25:05:AF:26,2,0,0,1,
21,ENT1,,99.990,41.58,-2.49,359.68,16554.00,568.00,171.46,1678194347,0,58:BF:25:05:AF:26,2,0,0,2,
22,ENT1,ENT2,6.641,41.31,-2.40,1.51,16554.00,574.00,171.51,1678194348,0,58:BF:25:05:AF:26,2,0,0,0,
23,ENT1,,99.990,43.14,-2.55,2.76,16554.00,571.00,171.58,1678194443,0,58:BF:25:05:AF:26,2,0,0,1,
24,,,6.631,42.46,-2.59,3.24,16552.00,573.00,171.64,1678194444,0,58:BF:25:05:AF:26,2,0,1,0,
25,ENT1,ENT2,99.990,44.20,-2.76,3.57,16549.00,573.00,172.07,1678194444,0,58:BF:25:05:AF:26,1,0,0,2,
26,,,99.990,42.07,-2.64,4.38,16546.00,569.00,171.51,1678194444,0,58:BF:25:05:AF:26,2,0,0,2,
27,,,99.990,42.83,-2.93,4.48,16544.00,569.00,171.73,1678194445,0,58:BF:25:05:AF:26,2,0,0,2,
28,,,6.589,44.52,-3.30,5.02,16550.00,572.00,171.45,1678194445,0,58:BF:25:05:AF:26,2,0,0,0,
29,ENT2,,1.674,293.93,14.57,355.05,16508.00,556.00,-175.26,1678194630,0,58:BF:25:05:AF:26,2,0,0,0,
30,ENT2,,16.103,145.96,7.68,354.75,16550.00,603.00,-160.14,1678194631,0,58:BF:25:05:AF:26,2,0,0,0,
31,ENT2,,4.355,52.57,78.95,0.05,16330.00,538.00,-137.43,1678194631,0,58:BF:25:05:AF:26,2,0,0,0,
32,ENT2,,2.059,134.07,-69.46,32.17,16513.00,515.00,158.88,1678194631,0,58:BF:25:05:AF:26,2,0,0,1,
33,ENT2,,4.097,87.03,-27.70,358.02,16543.00,547.00,163.84,1678194632,0,58:BF:25:05:AF:26,2,0,0,1,
34,ENT2,ENT3,99.990,86.41,-27.62,358.51,16554.00,546.00,163.83,1678194632,0,58:BF:25:05:AF:26,1,0,0,2,
35,,,99.990,86.61,-27.66,358.63,16556.00,546.00,163.86,1678194632,0,58:BF:25:05:AF:26,2,0,0,2,
36,,,99.990,85.74,-27.66,358.87,16547.00,544.00,163.71,1678194633,0,58:BF:25:05:AF:26,2,0,0,2,
37,ENT2,ENT4,9.160,86.71,-28.06,358.92,16546.00,546.00,163.64,1678194633,0,58:BF:25:05:AF:26,2,0,0,0,a renumeroter
38,,,9.159,89.60,-28.13,358.82,16546.00,549.00,164.21,1678194634,0,58:BF:25:05:AF:26,2,0,0,0,
