# 2023.03.08 [*] created by TopoDroid v 5.1.40
# Grotte_du_Prayet_1
1,00,ENT1,12.533,39.85,-1.17,359.48,24032.00,23961.00,-61.21,1678187157,0,00:13:43:25:9B:8E,1,0,0,0,Entrée disto Alex
2,,,12.498,39.34,-0.98,359.59,24009.00,23977.00,-61.19,1678187158,0,00:13:43:25:9B:8E,2,0,1,0,
3,,,12.527,39.38,-1.11,358.62,24030.00,23967.00,-61.19,1678187158,0,00:13:43:25:9B:8E,2,0,1,0,
4,00,,1.996,353.17,-5.73,1.48,24027.00,23885.00,-61.45,1678187225,0,00:13:43:25:9B:8E,2,0,0,0,
5,00,,4.258,146.46,24.14,4.36,24021.00,24175.00,-60.69,1678187225,0,00:13:43:25:9B:8E,2,0,0,0,
6,00,,4.151,92.08,73.56,356.16,23946.00,24222.00,-60.76,1678187226,0,00:13:43:25:9B:8E,2,0,0,0,
7,00,,0.570,147.38,-86.10,318.98,24025.00,23895.00,-61.24,1678187231,0,00:13:43:25:9B:8E,2,0,0,0,
8,ENT1,ENT2,6.747,40.99,-2.36,355.03,24021.00,23948.00,-60.96,1678187449,0,00:13:43:25:9B:8E,1,0,0,0,
9,,,6.736,40.98,-2.44,354.77,24021.00,23907.00,-60.89,1678187449,0,00:13:43:25:9B:8E,2,0,1,0,
10,,,6.744,41.06,-2.64,354.68,24020.00,23912.00,-60.89,1678187449,0,00:13:43:25:9B:8E,2,0,1,0,
11,ENT1,,3.153,322.88,47.79,358.17,23942.00,23774.00,-61.40,1678187451,0,00:13:43:25:9B:8E,2,0,0,0,
12,ENT1,,18.471,145.16,23.03,348.43,23978.00,24029.00,-60.78,1678187451,0,00:13:43:25:9B:8E,2,0,0,0,
13,ENT1,,6.258,100.90,79.60,334.24,23963.00,24106.00,-60.80,1678187452,0,00:13:43:25:9B:8E,2,0,0,0,
14,ENT1,,2.330,104.06,-81.99,300.90,24051.00,23933.00,-61.00,1678187452,0,00:13:43:25:9B:8E,2,0,0,0,
15,ENT2,,2.238,319.94,22.37,7.34,24005.00,23802.00,-61.36,1678187653,0,00:13:43:25:9B:8E,2,0,0,0,
16,ENT2,,16.178,132.10,7.72,1.19,24044.00,24050.00,-60.71,1678187653,0,00:13:43:25:9B:8E,2,0,0,0,
17,ENT2,,4.113,83.81,80.75,340.90,23965.00,24095.00,-60.83,1678187654,0,00:13:43:25:9B:8E,2,0,0,0,
18,ENT2,,1.987,100.86,-82.22,168.88,23981.00,24070.00,-61.31,1678187654,0,00:13:43:25:9B:8E,2,0,0,0,
19,ENT2,ENT3,9.271,64.23,-27.38,348.07,23978.00,23945.00,-60.75,1678187655,0,00:13:43:25:9B:8E,1,0,0,0,
20,,,9.272,64.17,-27.34,348.43,23980.00,23952.00,-60.76,1678187655,0,00:13:43:25:9B:8E,2,0,1,0,
21,,,9.236,64.23,-27.27,349.12,23980.00,23962.00,-60.79,1678187656,0,00:13:43:25:9B:8E,2,0,1,0,
22,ENT3,,2.661,339.17,5.81,5.51,24041.00,23868.00,-61.38,1678187833,0,00:13:43:25:9B:8E,2,0,0,0,
23,ENT3,,8.568,134.09,5.56,2.50,24035.00,24079.00,-60.72,1678187833,0,00:13:43:25:9B:8E,2,0,0,0,
24,ENT3,,2.605,78.17,82.60,351.52,23965.00,24145.00,-60.94,1678187833,0,00:13:43:25:9B:8E,2,0,0,0,
25,ENT3,,0.610,290.32,-81.60,268.56,24053.00,23991.00,-61.05,1678187834,0,00:13:43:25:9B:8E,2,0,0,0,
26,ENT3,ENT4,7.329,67.44,-0.10,348.62,24003.00,24050.00,-60.92,1678187834,0,00:13:43:25:9B:8E,1,0,0,0,bas grotte
27,,,7.329,67.56,-0.05,349.38,24012.00,24049.00,-60.91,1678187835,0,00:13:43:25:9B:8E,2,0,1,0,
28,,,7.327,67.53,-0.13,349.18,24016.00,24055.00,-60.91,1678187835,0,00:13:43:25:9B:8E,2,0,1,0,
29,ENT4,,1.523,3.19,10.09,359.84,24008.00,23816.00,-61.43,1678188001,0,00:13:43:25:9B:8E,2,0,0,0,
30,ENT4,,7.832,171.39,4.81,331.01,23959.00,24038.00,-60.85,1678188003,0,00:13:43:25:9B:8E,2,0,0,0,
31,ENT4,,0.919,201.24,85.67,253.47,23983.00,24161.00,-60.82,1678188003,0,00:13:43:25:9B:8E,2,0,0,0,
32,ENT4,,1.116,62.79,-87.81,136.95,24031.00,24003.00,-61.30,1678188005,0,00:13:43:25:9B:8E,2,0,0,0,
33,ENT4,ENT5,5.355,160.50,-0.09,345.94,24007.00,24042.00,-60.79,1678188006,0,00:13:43:25:9B:8E,1,0,0,0,
34,,,5.353,160.45,-0.05,345.92,24001.00,24048.00,-60.79,1678188006,0,00:13:43:25:9B:8E,2,0,1,0,
35,,,5.356,160.37,0.06,345.84,24001.00,24053.00,-60.78,1678188006,0,00:13:43:25:9B:8E,2,0,1,0,
36,ENT5,,1.994,145.44,24.87,343.36,23970.00,24046.00,-60.73,1678188095,0,00:13:43:25:9B:8E,2,0,0,0,
37,ENT5,,8.123,307.42,0.91,2.22,24035.00,23823.00,-61.51,1678188095,0,00:13:43:25:9B:8E,2,0,0,0,
38,ENT5,,2.568,262.53,83.38,330.50,23975.00,24092.00,-61.47,1678188095,0,00:13:43:25:9B:8E,2,0,0,0,
39,ENT5,,0.269,269.14,-84.41,289.35,24202.00,23962.00,-61.20,1678188096,0,00:13:43:25:9B:8E,2,0,0,0,
40,ENT5,ENT6,11.282,222.10,17.26,358.28,24010.00,23974.00,-61.17,1678188096,0,00:13:43:25:9B:8E,-1,0,0,0,
41,,,11.275,222.10,17.22,358.31,24011.00,23984.00,-61.17,1678188097,0,00:13:43:25:9B:8E,2,0,1,0,
42,,,11.210,222.13,17.29,358.28,24008.00,23981.00,-61.17,1678188098,0,00:13:43:25:9B:8E,2,0,1,0,
43,ENT6,,5.269,91.14,25.08,359.25,24000.00,24077.00,-60.36,1678188260,0,00:13:43:25:9B:8E,2,0,0,0,
44,ENT6,,13.959,279.46,9.21,356.02,24010.00,23846.00,-61.35,1678188260,0,00:13:43:25:9B:8E,2,0,0,0,
45,ENT6,,8.554,281.01,75.25,2.27,23941.00,24055.00,-61.72,1678188261,0,00:13:43:25:9B:8E,2,0,0,0,
46,ENT6,,0.726,319.78,-78.61,303.29,23972.00,23942.00,-61.44,1678188261,0,00:13:43:25:9B:8E,2,0,0,0,
47,ENT6,ENT7,8.476,164.79,34.82,354.66,23953.00,24029.00,-60.85,1678188261,0,00:13:43:25:9B:8E,1,0,0,0,
48,,,8.475,164.67,34.82,353.36,23944.00,24034.00,-60.88,1678188262,0,00:13:43:25:9B:8E,2,0,1,0,
49,,,8.480,164.50,34.95,353.88,23949.00,24018.00,-60.80,1678188262,0,00:13:43:25:9B:8E,2,0,1,0,
50,ENT7,,0.193,108.90,18.40,340.11,23922.00,24217.00,-60.75,1678188438,0,00:13:43:25:9B:8E,2,0,0,0,
51,ENT7,,17.766,285.46,1.75,260.42,24246.00,24327.00,-61.79,1678188439,0,00:13:43:25:9B:8E,2,0,0,0,
52,ENT7,,0.806,244.76,83.51,318.43,23952.00,24133.00,-62.02,1678188443,0,00:13:43:25:9B:8E,2,0,0,0,
53,ENT7,,1.593,200.36,-81.89,219.21,24035.00,24089.00,-61.25,1678188443,0,00:13:43:25:9B:8E,2,0,0,0,
