# 2023.03.08 [*] created by TopoDroid v 5.1.40
# Grotte_du_Prayet_2
1,00,,7.592,37.95,70.93,64.29,16546.00,162.00,-88.19,1678190493,0,58:BF:25:05:AE:62,2,0,0,1,
2,00,,1.741,0.73,4.99,2.11,16556.00,242.00,119.10,1678190872,0,58:BF:25:05:AE:62,2,0,0,0,
3,00,,3.587,127.59,14.11,357.60,16560.00,201.00,-127.83,1678190872,0,58:BF:25:05:AE:62,2,0,0,0,
4,00,,3.951,73.58,74.54,8.53,16569.00,261.00,-79.91,1678190873,0,58:BF:25:05:AE:62,2,0,0,0,
5,00,,0.517,151.82,-85.19,6.58,16512.00,370.00,89.99,1678190873,0,58:BF:25:05:AE:62,2,0,0,0,
6,00,,99.990,41.19,-1.34,0.12,16561.00,284.00,116.46,1678190873,0,58:BF:25:05:AE:62,2,0,0,2,
7,00,ENT1,12.434,41.23,-1.46,1.26,16554.00,283.00,116.77,1678190874,0,58:BF:25:05:AE:62,2,0,0,0,Entrée  etopo 016
8,00,,99.990,41.57,-1.36,1.44,16559.00,279.00,117.19,1678190874,0,58:BF:25:05:AE:62,2,0,0,1,
9,,,12.429,39.96,-1.50,1.28,16555.00,280.00,116.66,1678190874,0,58:BF:25:05:AE:62,2,0,1,0,
10,,,12.432,39.69,-1.48,1.59,16559.00,281.00,116.46,1678190875,0,58:BF:25:05:AE:62,2,0,1,0,
11,ENT1,,3.103,339.82,50.49,359.98,16557.00,107.00,-151.47,1678191021,0,58:BF:25:05:AE:62,2,0,0,0,
12,ENT1,,99.990,120.34,17.14,4.55,16519.00,187.00,-127.66,1678191021,0,58:BF:25:05:AE:62,2,0,0,1,
13,ENT1,,17.580,121.11,17.09,1.19,16553.00,195.00,-126.57,1678191021,0,58:BF:25:05:AE:62,2,0,0,0,
14,ENT1,,6.182,91.23,80.98,10.37,16562.00,299.00,-58.08,1678191022,0,58:BF:25:05:AE:62,2,0,0,0,
15,ENT1,,2.214,132.79,-80.84,193.26,16494.00,484.00,48.36,1678191022,0,58:BF:25:05:AE:62,2,0,0,0,
16,ENT1,ENT2,6.681,41.89,-2.77,2.07,16554.00,281.00,115.75,1678191022,0,58:BF:25:05:AE:62,1,0,0,0,
17,,,6.678,42.89,-2.81,1.74,16552.00,280.00,116.05,1678191023,0,58:BF:25:05:AE:62,2,0,1,0,
18,,,6.678,43.62,-2.82,1.68,16559.00,283.00,116.66,1678191023,0,58:BF:25:05:AE:62,2,0,1,0,
19,ENT2,,1.936,322.37,25.41,342.59,16619.00,154.00,161.92,1678191126,0,58:BF:25:05:AE:62,2,0,0,0,
20,ENT2,,16.708,111.66,7.76,0.69,16556.00,201.00,-164.50,1678191126,0,58:BF:25:05:AE:62,2,0,0,0,
21,ENT2,,4.147,73.38,81.25,22.57,16547.00,243.00,-83.58,1678191127,0,58:BF:25:05:AE:62,2,0,0,0,
